Gene	Sample_14_SS_18_2698	Sample_12_SS_18_4268	Sample_26_SB_20_5744	X27_sb_19_5484	sb_19_6002	Sample_35_SB_18_6513	CL0191_T1R_T	Sample_2_WS_18_051587	Sample_41_CN20_33_A1_B1	Sample_39_S18_11654	Sample_28_SB_20_399	Sample_48_ASP19_05374	Sample_49_NC_20_182_A1	X16_sb_19_5365	Sample_45_RA_023_11	Sample_39_SF_20_216_A1	Sample_47_WS_20_4104	Sample_41_RS_20_1704	Sample_25_SB_20_5907	Sample_23_SB_20_788	Sample_34_SB_18_7364	Sample_10_SS_18_5516	Sample_11_SS_18_5261	Sample_1_WS20_3053
NBPF9	31.8021	56.4362	30.5375	15.28	26.3106	25.6651	20.6112	130.803	96.586	21.803	22.4755	24.0265	21.0857	18.645	23.612	22.4773	47.8739	53.4157	32.2361	25.7402	41.7832	31.2036	54.6142	40.8771
NBR1	12.8436	10.3648	11.7126	13.4043	8.26289	8.53123	18.9075	13.6078	7.79962	7.0101	14.1773	10.7188	12.2357	13.8082	11.3015	7.55114	9.27662	8.32716	26.2163	14.7733	11.4507	14.2778	13.8156	12.5417
NCALD	0.183412	0.0754266	0.243573	0.698416	0.0287907	0.168631	0.769403	0.21816	0.401814	0.0192765	0.0914872	0.0878857	0.438766	1.25354	0.783046	0.285827	0.413276	0.0375703	0.0205702	0.12723	0.155544	0.299157	0.308499	0.0671832
NCAM1	4.65281	0.172479	3.27611	2.88985	2.40048	1.10608	9.36647	5.09639	2.12138	1.5316	2.50063	0.726099	3.44788	2.52119	1.28099	5.34259	13.5154	0.834203	1.14262	0.0733913	5.17539	2.15642	2.17059	3.23319
NCAM2	0.0390464	0.0773657	0.0708171	0.66559	0.0805428	0.289512	0.0156922	0.0225926	0.314196	0.0853576	0.00969657	0.0213824	0.00175923	1.23786	3.06747	1.42558	0.285169	0.00467972	1.50246	0.192815	0.585218	0.012147	0.0285046	0.00116794
NCAN	2.90308	0.089479	0.0314949	21.8827	0.0036557	0.193548	1.6234	1.14059	5.13761	0.705631	0.0519937	0.100633	0.0341494	18.1507	0.499112	2.44054	0.469354	0.091548	0.126714	0.0371677	0.0687326	0.0350318	0.379199	0.03531
NCAPD2	227.085	238.015	157.722	24.4504	198.381	228.375	431.839	274.168	32.662	138.103	775.127	475.754	138.012	24.6412	295.59	161.486	533.341	146.052	414.392	176.963	347.525	120.797	155.338	290.205
NCAPD3	16.97	13.3052	7.36021	13.3573	6.58974	3.43966	13.1138	17.18	4.29351	7.2554	8.6841	6.05571	5.73245	10.829	1.36801	20.6275	16.4232	9.58186	3.23841	3.82217	17.3206	4.84012	6.36212	8.28013
NCAPG	19.4508	21.8834	4.80119	14.1287	10.7089	5.74158	14.094	29.6663	4.0372	12.1413	4.38445	29.3296	8.75048	14.491	1.85569	62.1608	48.8565	14.9012	4.25498	1.75871	10.2913	12.0565	5.6334	15.9144
NCAPG2	18.5247	20.883	8.59846	7.46663	9.39219	4.52816	12.3139	27.2124	5.33931	11.1659	7.90263	12.564	13.1887	10.6371	2.08361	29.9193	25.232	9.58895	11.6446	2.42517	16.3432	16.6978	7.89106	12.4266
NCAPH	4.07884	11.4116	2.44448	13.1911	3.90878	5.43304	6.00127	9.42305	3.78702	6.09102	2.80209	4.60318	4.24661	13.298	0.50681	8.52261	6.50939	5.75919	10.6097	1.42613	6.91029	4.292	3.69541	4.03411
NCAPH2	29.6491	10.5251	13.9159	30.0513	10.8696	5.25222	28.6574	13.3545	9.28091	20.4945	17.5613	8.29795	15.8876	19.6183	5.30765	9.11137	15.8658	30.0703	41.0607	16.4428	26.5243	24.9919	20.2368	16.4661
NCBP1	16.8969	33.1695	15.3665	12.5916	11.2047	12.2596	13.0099	27.951	7.95171	17.4101	11.0717	28.6643	10.2571	14.5763	10.1422	23.7496	29.9035	12.205	23.264	9.97073	14.278	10.0356	5.35859	7.17036
NCBP2	15.1777	59.6821	14.4373	21.0709	18.1421	19.8532	24.0906	24.8618	20.9484	24.1001	40.8516	44.2769	25.0871	14.3146	12.0817	43.9848	65.9754	31.4691	28.0828	16.5118	19.7968	8.292	12.0019	45.8419
NCBP2-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBP2L	0.00184498	0.000860477	0	1.73709	0.013025	0.060592	0.0173138	0.0170929	5.21276	0.00536057	0.0134972	0.00422319	0.00426918	2.30257	0.011059	0.232678	0.120619	0.0862468	0.00670979	0.104263	0.0195911	0.00169817	0.33154	0.0100145
NCCRP1	0.0190531	0.0355445	0.0176382	31.3125	0.134508	0.0860795	0.127713	0.068646	6.66682	0.0676603	0.169586	0.0959481	0.150633	23.4236	0.0114206	1.75329	0.814295	2.60252	0.0362957	0.473041	0.0337194	0.0584565	0.299924	0.0215456
NCDN	4.70108	7.76125	7.40028	57.9993	13.6416	7.4093	8.23768	11.5004	9.11409	6.04076	12.6222	2.51658	7.92689	48.9986	2.24513	2.93679	4.21208	8.77078	3.40129	8.15403	10.2593	8.56883	13.0747	40.7262
NCEH1	0.304536	0.714753	0.733891	4.21884	0.158143	0.495587	0.977555	0.468145	2.12597	0.1384	0.585578	1.10668	0.542921	3.15586	0.201642	0.297103	0.337075	0.578709	0.113572	1.0714	0.258372	1.39245	0.393919	0.243444
NCF1	4.66826	3.28957	9.0516	8.73853	0.601515	2.04016	7.3505	3.46888	9.62116	4.3259	6.72298	19.6557	56.9088	6.47492	3.81519	9.69288	5.50081	3.55829	1.54177	27.0662	0.847078	3.48505	6.77418	3.68146
NCF2	5.23628	4.8409	5.1765	21.7628	1.04299	1.82253	2.71508	3.26393	17.0702	2.72048	4.74283	6.78574	16.6424	24.4735	1.07596	7.35597	4.33254	3.87059	1.22888	10.2333	1.4967	2.82428	4.71315	1.86381
NCF4	3.8512	2.8634	9.33485	24.9741	0.656908	1.85443	5.63075	2.40474	31.0422	2.60397	3.93725	6.87917	13.823	16.5345	1.49494	3.75594	1.58185	2.89247	0.748054	14.8106	0.57204	2.95142	7.13432	2.36505
NCK1	1.6813	3.34896	1.58523	2.15014	1.1507	0.976275	2.05132	2.00665	3.59295	1.27211	2.20407	3.70791	1.26839	2.10204	0.860063	2.99641	2.8124	0.899754	0.96891	2.20499	1.61456	0.845293	1.35436	2.02044
NCK2	0.478053	0.848578	0.61223	3.13544	0.236225	1.48132	0.518375	0.927587	0.551588	0.542574	0.517813	0.565082	0.747712	3.21652	0.475849	0.844777	1.01268	0.565013	1.54318	0.566108	0.989981	0.877135	0.86616	0.324285
NCKAP1	6.2144	11.0749	9.42662	4.23706	8.68896	14.5654	13.3688	12.4082	1.62887	5.38542	7.26428	4.5322	4.06853	4.83918	12.0236	6.32269	12.3149	5.14838	7.7789	5.76464	6.55595	6.35207	4.78262	13.4607
NCKAP1L	3.48943	4.64443	12.4958	14.9815	1.04572	2.86194	10.5349	3.24685	7.79463	3.59049	18.4574	25.017	14.6686	16.8067	2.13205	2.4489	4.65948	2.65129	1.6936	24.318	0.648435	2.38518	4.14542	1.70617
NCKAP5	0.0852205	0.14937	0.124968	1.39222	0.0409128	0.14352	0.081682	0.060207	0.407907	0.0365474	0.0398789	0.239881	0.0754563	1.91321	0.0146128	0.0792771	0.401011	0.199684	0.786702	0.0647004	0.0430826	0.181115	0.0276999	0.0490069
NCKAP5L	2.37256	4.55917	3.44538	14.0771	0.954012	3.57797	1.65556	2.29592	3.16391	2.98241	2.74649	0.858502	1.38885	12.666	0.982491	1.94617	1.50012	0.900322	0.632523	1.50348	2.81691	3.25001	3.79562	1.24527
NCKIPSD	7.92613	5.71825	10.3824	43.7148	5.01343	3.42942	7.84507	16.4828	7.97623	3.77108	7.53884	1.91407	4.9962	29.1002	5.01376	4.04607	4.73051	8.10823	7.44954	6.16162	9.45473	11.5058	5.07635	5.38375
NCL	116.752	176.085	81.1442	13.6253	79.492	177.255	132.795	167.973	212.963	140.899	66.6291	694.336	320.027	15.0992	111.794	767.932	826.135	858.689	529.391	121.161	256.589	274.319	260.582	99.1398
NCLN	6.49008	3.73783	5.32829	17.9444	3.73579	8.24204	8.8569	6.19254	1.70713	6.72138	5.66777	1.93766	2.9954	15.5294	1.86335	2.84401	3.14526	10.7237	6.9318	4.85449	6.3082	6.56519	5.37376	5.54112
NCMAP	0.0484794	0.0246657	0.0114238	3.27984	0.00760552	0.114566	0.00315112	0.110244	1.03729	0.0307323	0.0601844	0.275744	0.0285545	3.50814	0.0158504	0.220542	0.156653	0.0163649	0.016486	0.0676879	0.0249592	0.107092	0.055501	0.0801391
NCOA1	3.22036	6.82706	2.23203	2.57107	2.06831	3.16287	2.74893	4.49102	1.63385	1.28845	3.29296	3.67851	1.79097	3.31003	2.2304	7.42406	5.3325	1.05225	1.20606	2.86478	2.18887	1.78782	1.67346	3.20453
NCOA2	2.50116	5.04469	1.586	3.13592	2.36107	2.05301	5.55311	2.86086	1.53798	0.845134	1.63696	1.95884	1.80535	3.57579	3.00138	4.06227	2.88253	1.02786	0.795887	4.2802	1.51347	1.40648	1.36996	2.07986
NCOA3	4.15433	5.29304	3.15826	4.87201	5.22862	4.32563	5.76126	5.16523	4.16584	1.20699	2.49997	12.0826	2.86087	4.40337	4.17536	7.30187	9.55905	1.61976	3.92606	6.51042	2.41269	1.36179	1.71009	3.51796
NCOA4	19.9609	17.972	24.0241	13.4157	11.531	15.2633	18.0951	14.5869	6.30288	6.17988	15.6557	22.4048	21.7523	15.1651	9.02327	24.3457	9.38525	30.6039	6.28412	43.903	7.29739	13.2256	27.7983	8.91713
NCOA5	14.4989	16.3689	6.58695	11.2476	6.71815	12.7522	13.0571	15.0899	14.5093	8.55147	5.37393	11.1704	9.78224	8.15082	6.74857	16.7769	16.3404	10.8667	17.8284	7.91829	12.3727	11.1885	9.97114	9.75207
NCOA6	8.58696	13.513	4.61433	10.7436	7.04879	9.15717	5.05227	12.9016	6.38855	3.98993	4.98342	6.07785	2.94028	8.20893	8.71754	9.16218	10.2939	2.5534	5.23554	3.6809	4.14702	2.87264	2.531	6.43071
NCOA7	2.07343	4.50091	2.02945	3.92305	1.07896	1.44641	4.6398	3.89594	28.531	1.03005	0.885801	3.16433	1.20448	3.20595	1.78294	4.19631	7.53574	0.951136	0.9942	1.77663	0.891783	0.591629	1.16346	1.74223
NCOR1	9.70736	17.2097	9.15218	7.67807	11.3924	13.9971	12.0095	11.7902	5.48163	5.22783	5.75083	14.3948	5.24357	8.26901	9.71878	31.3421	13.3485	5.70175	7.45378	22.7177	5.55618	8.37348	9.19178	7.13033
NCOR2	7.01336	10.922	5.25007	6.77106	4.65998	5.53294	5.82877	9.16674	3.36648	4.83649	4.96637	4.34217	3.4108	6.41783	3.56625	11.4709	12.8147	7.00364	2.96042	4.32124	12.1416	5.41531	7.22217	5.18074
NCR1	0.719914	0.198536	0.246878	26.0026	0.0368286	0.0726098	0.314714	0.043498	11.1158	0.0575975	0.585055	1.18792	0.932508	22.0875	0.0487811	2.22468	0.981446	0.168112	0.143105	0.913564	0	0.00288099	0.854259	0.0530931
NCR2	0.00102647	0.0028724	0.0399103	13.2293	0	0.00802639	0.044035	0	2.39089	0.0119296	0.00300372	0.0216164	0.00593798	16.1565	0.00492223	0.659273	0.274945	0.00306281	0.00533292	0.016002	0.00363322	0.00188958	0.016368	0.00278581
NCR3	0.107019	0.0392168	0.492528	53.1385	0.035977	0.123531	0.737847	0.259674	20.1605	0.577463	0.380272	2.09272	2.52942	54.5589	0.210773	4.48561	0.95584	0.136854	0.16283	2.62501	0.0135284	0.267365	0.421941	0.103731
NCR3LG1	1.02915	0.961672	1.44095	10.2106	0.150825	0.930741	1.70701	1.34876	2.91689	2.20036	0.469774	0.960738	0.928685	10.813	0.26417	0.639129	1.84268	1.66836	0.301275	0.26618	0.235501	0.961863	0.819114	0.23607
NCS1	2.19299	3.61478	2.04678	3.64184	1.13467	0.921933	2.37708	4.41531	5.33913	4.18744	1.70593	2.64603	0.136112	3.96281	1.07587	5.5728	2.42847	6.41497	1.93531	0.910106	1.516	3.02884	4.4862	1.30927
NCSTN	72.6479	74.8544	56.6564	42.2475	66.9457	69.9996	57.0644	85.8482	58.7729	35.0579	40.1912	31.8141	27.5069	49.9762	125.126	31.3382	58.8319	39.6252	49.2122	52.2704	42.6319	25.0228	27.7376	61.1159
NDC1	1.75703	9.20338	1.63452	4.10502	3.81986	2.96122	3.7834	4.45338	2.65114	2.18651	2.44515	3.7488	1.38537	4.83968	1.25953	2.43746	2.55984	2.05097	1.26036	2.04227	1.58266	1.16154	0.728499	2.70831
NDC80	11.3333	20.4488	2.36811	6.89218	7.7823	1.41092	13.7771	20.3691	3.24831	5.55271	5.3837	6.53377	3.87992	6.85894	0.554564	14.165	13.5825	4.37488	5.09364	0.709894	13.777	3.34692	1.78088	33.665
NDE1	11.4032	32.9832	10.7718	11.9001	12.9083	12.3249	9.16217	30.5163	18.2708	13.4367	7.8525	28.9365	7.60166	10.6297	6.56677	22.0213	19.4371	9.02828	2.82465	24.2258	15.7561	16.4874	26.9599	8.14765
NDEL1	3.99358	5.80055	4.01948	8.67505	3.13148	3.86865	4.06704	4.88024	3.38133	2.53487	3.22884	6.07837	2.17024	8.90445	2.3858	15.5137	6.18309	2.23295	6.42083	5.86495	3.21767	6.34111	6.30524	2.68655
NDFIP1	13.6852	10.0561	8.58807	4.00869	8.42054	11.1566	24.4888	7.98223	3.38807	5.54794	6.10578	8.20746	4.46369	4.64306	11.9426	6.31696	9.13552	4.81769	3.44723	12.7029	8.9103	5.68111	6.66331	15.1703
NDFIP2	1.32826	0.849006	1.87509	2.41463	1.9357	2.02222	3.75712	1.69115	0.964208	0.661896	1.57363	1.97409	0.990796	2.13208	1.0669	0.432163	1.04263	1.30492	0.795976	0.616292	1.85635	3.49009	3.56661	1.44149
NDN	1.48994	0.407869	2.55469	126.092	0.152441	0.633175	1.5632	0.650169	1.9453	3.7016	2.35768	1.27522	0.112422	96.935	1.62114	0.161428	0.627041	0.547661	0.302901	1.883	3.66864	0.685688	1.62892	2.17565
NDNF	0.306797	0.0424971	0.0965806	5.32807	0.088524	0.995324	0.238708	0.295593	1.35122	0.0340042	0.00580981	0.0646772	0.64511	7.05131	0.183397	0.381854	0.184651	0.0336739	0.00694904	0.0313132	0.0473425	1.67507	0.188673	0.035166
NDOR1	8.12146	19.421	7.16249	39.6696	5.50634	17.1295	19.6163	13.9923	14.3805	9.86337	7.83676	5.04869	7.8664	33.1496	3.03988	5.56219	8.72045	6.25918	5.53325	5.33267	14.783	8.3966	8.44813	3.75901
NDP	0.0531135	0.00943674	0.016858	3.14062	0.0029759	0.012855	0.010172	0.00390534	4.0419	0.00122476	0.000925141	0.00115788	0.00512089	2.52834	0	0.0630266	0.0714384	0.00566006	0.00788416	0.0350479	0	0.0139677	0	0
NDRG1	26.025	4.93606	36.4266	12.1483	5.98355	7.19635	29.5101	11.6497	11.3364	3.57411	12.1607	4.26924	36.3607	11.5167	28.0974	4.76772	34.7093	8.20931	55.5502	16.3502	17.6048	26.6939	22.7424	9.34681
NDRG2	3.41564	1.85097	1.1762	21.4139	3.2797	3.407	0.729081	2.09178	11.1194	0.455064	1.13438	1.55893	0.161482	19.5266	1.53744	3.42242	0.908283	0.503836	0.224898	3.92738	0.349805	1.1304	2.4546	0.659562
NDRG3	2.03972	1.96554	1.93531	4.5922	2.66272	2.31647	3.30101	2.0984	1.90312	0.839768	1.70796	2.01483	1.66764	3.81908	4.67728	2.47655	3.09192	1.12328	1.00967	2.15589	1.23115	0.857602	0.437225	2.37169
NDRG4	3.06702	2.22899	2.20825	12.1514	1.8259	1.38342	1.42903	1.75672	5.18587	2.29317	2.66719	1.28864	0.930128	11.1361	0.615325	3.86147	2.54025	0.797764	0.427114	0.451868	0.464268	4.17281	0.690393	2.30971
NDST1	14.6412	15.1574	17.1974	11.237	9.61387	12.0467	10.9249	13.9479	14.1609	9.18439	7.42263	4.40628	3.11015	10.3545	3.17321	7.24504	6.38525	7.39724	4.65936	11.7864	7.58838	20.0037	10.2291	7.27895
NDST2	20.4798	28.3014	27.4465	133.917	20.0537	20.672	27.4618	21.8119	29.0039	12.7606	25.1869	17.5164	27.994	119.246	9.0787	10.3621	15.2002	12.1295	11.2357	33.2946	12.9295	7.67922	16.4834	16.2591
NDST3	0.0651072	0.138507	0.00416825	1.5278	0.0341742	0.111564	0.0178851	0.0352987	0.409696	0.0209962	0.0372094	0.0792713	0.0120588	2.24647	0.100793	0.251146	0.072242	0.0398766	0.00888062	0.01345	0.0125431	0.0544902	0.0499452	0.0294184
NDST4	0.0520271	0.0343581	0.0648995	0.995196	0.00282929	0.0333035	0.385518	0.156703	0.277991	0.0275229	0.320402	0.0588949	0.0285794	1.71529	0.31546	0.0630954	0.0190784	0.00326135	0.00687111	0.000686305	0.0481656	0.259355	0.00784305	0.0109015
NDUFA1	115.172	89.1392	107.489	18.0363	89.9129	88.8224	106.9	90.6605	21.9138	149.827	167.548	129.693	188.886	16.4873	116.172	114.037	83.5088	171.129	123.838	137.805	85.5942	227.536	148.378	173.549
NDUFA10	2.92113	3.67345	3.60211	3.25757	2.467	4.71212	3.19713	2.99979	3.41681	2.84322	3.33962	4.18667	3.23801	4.01698	2.7534	4.55141	6.05667	3.88691	3.98407	4.14735	4.12402	3.33449	2.26889	2.10868
NDUFA11	9.6905	7.66086	15.2799	13.371	18.6044	10.739	46.8242	10.0759	9.47389	7.0847	12.9861	3.13187	11.7715	11.0347	9.23782	6.1638	8.48641	16.655	8.83767	14.5431	8.19891	11.0922	5.79258	12.7865
NDUFA12	1.74302	3.12664	2.17525	1.82726	1.35713	1.58995	1.54982	2.53551	3.40442	1.31972	2.61008	7.40126	1.72827	2.53186	2.08589	8.83042	7.05173	1.55482	1.43478	2.10545	1.31314	1.23831	0.722495	2.65873
NDUFA13	62.5461	43.914	58.6129	19.8098	41.1466	95.9927	113.427	57.2497	15.6466	32.0177	53.3538	32.0267	68.679	16.4665	52.8209	68.372	60.137	109.83	51.8635	84.9794	51.6549	109.718	60.7628	68.3125
NDUFA2	19.7553	11.1557	16.2468	64.0841	16.8236	17.6429	33.8692	12.2774	27.6774	11.9495	13.9111	12.8891	12.7291	60.4667	9.644	20.2904	14.6161	15.4832	10.7567	15.3678	16.9718	18.1944	13.4867	23.6341
NDUFA3	14.3288	14.2567	13.114	30.1049	8.8805	7.80156	13.7008	12.0238	12.743	6.87376	13.6251	10.1247	9.75454	25.84	10.472	10.3608	8.7757	15.1923	6.00378	17.3404	9.4332	11.1521	9.0464	11.1549
NDUFA4	28.1926	42.4751	63.4638	12.216	96.9237	64.4578	54.891	61.4989	8.56321	34.4332	55.5502	48.3207	42.7698	17.2408	41.4261	33.3096	38.9724	48.1219	56.2435	90.5006	28.7052	29.0092	20.1286	74.5189
NDUFA4L2	8.27673	5.76328	10.5063	25.1286	3.53206	1.18767	6.73612	5.00901	17.0541	1.74543	12.2516	6.9231	2.27495	22.0293	3.99538	5.09662	11.125	2.16438	6.23283	1.34536	12.5104	1.66376	1.91367	2.66458
NDUFA5	5.97088	8.34805	5.09934	12.6557	5.46074	6.0047	8.94922	7.22758	8.07806	3.38931	3.96453	9.59043	5.31597	15.6322	12.7448	9.28348	13.7571	2.8128	5.6509	4.49155	3.54317	2.89614	1.61491	5.65511
NDUFA6	30.0517	24.7552	35.4694	19.7703	21.7548	20.9142	45.3901	32.3636	34.2669	27.9729	46.1537	60.5141	30.1622	16.464	25.8483	32.9777	41.3326	36.0493	30.4094	37.9921	33.9039	33.3154	15.5245	38.1817
NDUFA7	1.81508	2.33634	2.88012	14.4144	2.4474	2.83535	6.04843	3.53678	1.8299	1.68835	3.26528	0.589488	1.43963	12.154	2.26057	2.37275	2.00396	2.52077	1.43059	3.29681	1.37168	1.23305	0.792757	2.89819
NDUFA8	5.15354	12.0265	9.08399	6.46535	4.13196	4.98879	5.10685	11.2815	16.9309	7.91095	6.51195	8.49169	9.18191	6.47362	9.80306	7.7885	8.71073	11.0665	11.6108	8.77036	7.85123	16.304	8.07605	5.77097
NDUFA9	6.39307	6.23743	5.53756	9.45231	3.54587	5.66806	11.7773	5.69867	3.95453	4.52938	15.4663	7.69697	3.34747	11.069	3.3239	7.99095	9.47109	7.42813	8.6541	6.48256	4.66031	6.5533	5.03674	3.96746
NDUFAB1	3.48162	4.44629	3.60977	6.56208	5.20241	3.90699	9.5725	3.71237	2.81862	5.86019	5.8718	7.28931	4.72796	7.15736	4.30569	5.46794	5.90636	6.12254	4.34778	4.85948	4.46579	4.85888	3.29381	9.55403
NDUFAF1	4.03918	5.09819	2.58645	7.80963	4.97689	2.35758	5.62912	4.30008	8.51535	2.83287	3.36359	6.14149	3.80868	8.60085	1.57167	5.61556	5.54492	3.40747	1.34832	2.63015	5.753	3.0281	3.33882	1.74125
NDUFAF2	0.315343	0.271064	0.333685	0.696218	0.312014	0.563336	0.508149	0.320394	1.12057	0.314804	0.267777	0.692594	0.267128	1.07915	0.536272	0.679963	1.81148	0.891188	0.482552	0.666266	0.290688	0.33836	0.264572	0.367704
NDUFAF3	36.1173	26.3943	56.4228	45.5142	17.4709	22.5986	35.7949	73.9418	35.3045	26.2782	56.1437	36.5717	38.695	31.8079	14.2887	13.9144	24.3527	64.5429	40.1876	72.2189	33.8411	44.1854	49.1709	51.7353
NDUFAF4	3.28271	8.29421	9.16446	9.20743	7.87953	10.4787	15.568	10.3123	9.79656	4.96245	9.32306	9.81062	5.76562	6.05016	11.5415	6.40715	9.81237	9.3123	6.08823	7.70192	4.32089	4.47094	2.24272	4.31345
NDUFAF5	15.3178	15.9873	6.75164	6.91126	4.62241	10.6881	11.2395	12.4499	10.6575	9.01928	8.1905	14.6058	4.35661	8.85177	7.62791	21.714	16.7127	3.3258	8.13273	3.79412	8.87741	5.68639	3.80628	2.13149
NDUFAF6	1.37134	1.98128	0.994404	2.08354	1.5656	0.696033	1.98461	2.4029	1.20443	0.624027	1.09434	1.11003	1.05951	2.72751	0.618186	1.98409	1.79751	0.481874	0.929903	3.18484	1.03999	0.532928	0.578978	1.03433
NDUFAF7	16.7651	17.5928	13.4131	15.9118	8.45994	23.436	17.6319	17.8253	8.35617	11.0018	13.7868	17.8305	5.78372	15.4237	8.01356	42.3786	40.6807	11.0391	9.28885	6.47285	10.8921	7.90955	4.57092	4.78877
NDUFB1	35.5565	46.5988	26.9333	13.4301	65.0714	19.3876	44.8825	30.1172	22.458	19.2979	28.6269	66.6898	39.4336	11.4071	31.7852	44.2597	45.8941	18.694	31.7517	32.4161	26.2115	28.5307	20.2451	81.3947
NDUFB10	34.8014	26.3808	31.017	35.8977	62.0067	32.6109	104.385	39.0331	31.6317	48.3638	40.1242	58.27	36.7457	37.0956	44.4778	28.3524	64.8002	45.6476	31.066	61.9686	34.1308	61.9532	29.2667	132.639
NDUFB11	51.5296	32.3231	35.3634	20.7722	40.9796	17.8709	68.0549	39.4419	16.1632	66.2746	40.0762	16.8543	61.1199	21.3418	24.3874	17.1709	20.9478	58.808	72.7843	40.7088	78.8525	105.054	61.6323	55.9
NDUFB2	5.02338	3.91074	5.09373	11.4936	2.2401	4.23263	6.59753	4.74218	5.17805	5.39539	4.45958	3.00562	7.26644	13.4708	5.01095	4.27323	3.1491	5.18819	2.96536	4.63426	3.7618	9.82633	4.66338	4.29081
NDUFB3	3.13533	3.75272	3.65527	5.94758	2.13043	6.91913	6.01718	4.64732	1.91632	2.24436	3.96822	5.97442	4.52203	6.0755	4.95531	6.94305	7.59569	2.90445	2.9458	4.05754	2.56663	3.41355	2.77285	6.03438
NDUFB4	40.3405	69.1307	32.7008	16.0165	61.5932	20.5725	68.4313	45.8155	29.739	17.4376	77.4029	58.6306	23.6125	12.1357	29.4224	30.5269	40.0964	16.5792	10.4196	39.7003	23.2302	14.6291	9.08798	74.3114
NDUFB5	9.20479	13.0261	5.54969	8.3401	7.03599	7.10227	8.86764	5.81352	9.71044	4.70047	12.6322	10.121	9.00199	6.08108	6.37519	10.7476	15.2792	12.0728	5.59858	6.11515	8.72673	5.32475	7.15703	16.1858
NDUFB6	2.64838	2.46023	2.02907	7.19701	2.09625	1.55341	5.20053	2.19	4.52679	1.29635	1.34415	3.56816	1.17043	7.17106	2.03739	2.2492	1.59692	1.26736	1.86571	1.82912	2.13856	0.59319	0.714506	2.16848
NDUFB7	13.3502	11.2197	14.047	10.8555	10.224	14.9443	18.1916	13.2882	11.5566	12.2515	12.041	6.4969	18.4685	8.95429	8.3656	13.374	11.9097	40.4013	18.0824	18.6637	19.8354	33.2952	22.586	18.1196
NDUFB8	14.1078	12.8543	15.3393	21.8099	12.7941	12.6061	16.6196	11.5841	10.2907	8.86703	13.6934	16.1779	15.0828	20.0498	16.2272	16.828	9.38735	20.6217	16.1694	22.5778	12.5699	13.9667	12.3177	15.4569
NDUFB9	32.5836	21.8072	24.2714	20.7167	16.9013	27.1479	65.9155	41.548	19.7486	17.8502	18.8438	26.9805	57.0162	18.4776	19.7184	19.9975	28.0786	26.8743	29.3924	22.0023	25.7001	65.8152	42.4157	45.898
NDUFC1	0.876228	1.07205	1.19252	7.85613	1.14393	1.26612	1.06126	0.828437	1.59557	0.70386	0.95399	1.43881	1.38804	7.30213	1.41408	1.8609	1.10343	1.53723	0.465028	2.1954	0.527507	1.15872	0.569924	0.621578
NDUFC2	14.3949	14.2044	17.0028	3.7064	28.8287	8.5567	29.5643	24.1884	7.38067	10.9803	15.4362	40.1661	12.9622	3.91896	7.03491	33.4546	31.8764	13.9479	24.1678	15.4207	10.4178	8.93763	8.14761	48.1485
NDUFS1	20.3773	24.7142	17.8681	8.66056	14.1753	35.1697	17.968	39.5615	10.4092	15.5463	17.2001	24.2734	18.789	9.5575	20.4339	72.8233	54.4352	21.8047	48.1052	18.3258	23.7743	24.8822	16.7013	21.2712
NDUFS2	64.0188	71.9858	48.039	28.8343	38.1722	58.0931	46.7464	94.3998	57.0516	61.3416	53.0237	66.7546	40.8285	33.0469	53.5848	84.2723	73.0602	81.9059	82.2916	42.6525	75.8351	47.0595	44.0169	37.6716
NDUFS3	33.3291	39.203	21.4066	42.6354	27.7167	23.0771	51.8213	40.1103	22.7181	26.8658	25.4117	31.7003	26.8721	41.6126	15.8466	30.5245	22.9383	30.1292	38.2036	26.6571	34.1879	60.5307	27.2037	32.6841
NDUFS4	2.44353	1.00995	2.14444	1.78238	2.41869	1.34813	4.22083	1.50638	1.70364	1.3057	1.77315	1.67658	2.23796	2.39178	1.99262	1.51679	2.44292	2.31933	1.22052	2.07859	2.38279	2.19795	1.21713	2.578
NDUFS5	56.2276	28.8406	42.6663	9.73845	28.1617	58.0412	64.078	67.4859	18.9745	47.6535	57.8298	108.176	88.9528	27.8222	66.3728	138.848	94.1888	53.4326	53.8744	40.1829	33.1843	73.1519	26.6748	83.6763
NDUFS6	26.8168	31.0568	22.5288	8.25544	25.2966	19.2423	27.5128	27.7433	21.8838	15.3966	27.4215	84.7944	70.0189	7.50842	17.3644	47.174	111.71	44.9693	25.7802	26.407	39.2975	43.123	24.2425	59.7417
NDUFS7	10.406	5.76608	12.1892	21.5143	7.6928	7.399	15.702	8.36016	8.63108	9.49567	9.84013	5.29203	8.20925	19.4848	5.66098	8.5443	7.73705	16.8605	7.49937	13.0353	8.43271	15.5576	11.3713	5.83441
NDUFS8	15.4417	10.8662	25.4097	47.4409	11.4879	17.7909	35.5673	26.1424	10.0924	18.0879	26.6484	11.906	21.1488	43.8561	16.4781	17.0895	18.9933	30.6834	22.7645	36.1761	21.5118	49.8515	19.3386	28.1066
NDUFV1	157.171	95.8936	138.331	81.6718	85.8259	103.123	162.954	154.509	45.3269	134.321	127.382	126.51	148.112	69.9107	47.3673	173.834	148.071	275.251	268.529	200.239	244.845	299.842	186.829	122.374
